Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
194,Exit Long,Short,2022-06-22 08:00,20099.5,1210.967415,-31562.53,-0.13,23332537.62,-0.13,1940534.05,7.96,600075.59,2.46
194,Entry Long,Long,2022-06-19 21:00,20113.5,1210.967415,-31562.53,-0.13,23332537.62,-0.13,1940534.05,7.96,600075.59,2.46
195,Exit Short,Long,2022-06-23 11:00,20733.0,1210.604234,-781747.38,-3.21,22550790.24,-3.21,472704.82,1.94,958834.69,3.94
195,Entry Short,Short,2022-06-22 08:00,20099.5,1210.604234,-781747.38,-3.21,22550790.24,-3.21,472704.82,1.94,958834.69,3.94
196,Exit Long,Short,2022-06-27 02:00,21043.5,1135.930868,338469.97,1.44,22889260.21,1.44,1295847.33,5.50,657953.76,2.79
196,Entry Long,Long,2022-06-23 11:00,20733.0,1135.930868,338469.97,1.44,22889260.21,1.44,1295847.33,5.50,657953.76,2.79
197,Exit Short,Long,2022-06-27 10:00,21475.5,1135.232476,-504901.11,-2.11,22384359.09,-2.11,134169.66,0.56,616219.00,2.58
197,Entry Short,Short,2022-06-27 02:00,21043.5,1135.232476,-504901.11,-2.11,22384359.09,-2.11,134169.66,0.56,616219.00,2.58
198,Exit Long,Exit Long,2022-06-30 07:00,19757.4,1088.899331,-1884307.48,-8.06,20500051.61,-8.06,7140.29,0.03,1877853.34,8.03
198,Entry Long,Long,2022-06-27 10:00,21475.5,1088.899331,-1884307.48,-8.06,20500051.61,-8.06,7140.29,0.03,1877853.34,8.03
199,Exit Short,Long,2022-07-14 03:00,20267.0,1006.419756,1083927.11,5.04,21583978.72,5.04,2498530.69,11.62,64317.22,0.30
199,Entry Short,Short,2022-07-10 07:00,21356.5,1006.419756,1083927.11,5.04,21583978.72,5.04,2498530.69,11.62,64317.22,0.30
200,Exit Long,Short,2022-07-14 13:00,19730.5,1114.290366,-611187.43,-2.71,20972791.29,-2.71,108554.06,0.48,727163.72,3.22
200,Entry Long,Long,2022-07-14 03:00,20267.0,1114.290366,-611187.43,-2.71,20972791.29,-2.71,108554.06,0.48,727163.72,3.22
201,Exit Short,Long,2022-07-14 17:00,20378.0,1113.646136,-734485.88,-3.34,20238305.41,-3.34,166580.14,0.76,835701.39,3.80
201,Entry Short,Short,2022-07-14 13:00,19730.5,1113.646136,-734485.88,-3.34,20238305.41,-3.34,166580.14,0.76,835701.39,3.80
202,Exit Long,Short,2022-07-21 13:00,22610.5,1042.238784,2313356.80,10.89,22551662.22,10.89,4057317.40,19.10,253382.21,1.19
202,Entry Long,Long,2022-07-14 17:00,20378.0,1042.238784,2313356.80,10.89,22551662.22,10.89,4057317.40,19.10,253382.21,1.19
203,Exit Short,Exit Short,2022-07-21 13:00,22823.4,1041.62519,-235959.53,-1.00,22315702.68,-1.00,50223.89,0.21,228827.50,0.97
203,Entry Short,Short,2022-07-21 13:00,22610.5,1041.62519,-235959.53,-1.00,22315702.68,-1.00,50223.89,0.21,228827.50,0.97
204,Exit Long,Short,2022-07-22 22:00,22598.5,1008.423901,-533671.79,-2.29,21782030.89,-2.29,649491.35,2.79,639274.40,2.74
204,Entry Long,Long,2022-07-21 22:00,23114.0,1008.423901,-533671.79,-2.29,21782030.89,-2.29,649491.35,2.79,639274.40,2.74
205,Exit Short,Long,2022-07-24 19:00,22764.0,1008.121465,-180563.38,-0.79,21601467.51,-0.79,660037.74,2.90,398993.86,1.75
205,Entry Short,Short,2022-07-22 22:00,22598.5,1008.121465,-180563.38,-0.79,21601467.51,-0.79,660037.74,2.90,398993.86,1.75
206,Exit Long,Short,2022-07-25 02:00,22320.5,992.864685,-453764.33,-2.01,21147703.18,-2.01,217606.95,0.96,502716.38,2.22
206,Entry Long,Long,2022-07-24 19:00,22764.0,992.864685,-453764.33,-2.01,21147703.18,-2.01,217606.95,0.96,502716.38,2.22
207,Exit Short,Long,2022-08-03 13:00,23387.0,992.258562,-1071849.85,-4.84,20075853.33,-4.84,1610241.01,7.27,2362762.27,10.67
207,Entry Short,Short,2022-07-25 02:00,22320.5,992.258562,-1071849.85,-4.84,20075853.33,-4.84,1610241.01,7.27,2362762.27,10.67
208,Exit Long,Short,2022-08-04 02:00,22992.0,901.205463,-368515.26,-1.75,19707338.07,-1.75,235200.12,1.12,615537.84,2.92
208,Entry Long,Long,2022-08-03 13:00,23387.0,901.205463,-368515.26,-1.75,19707338.07,-1.75,235200.12,1.12,615537.84,2.92
209,Exit Short,Long,2022-08-05 08:00,23271.0,900.632481,-263776.25,-1.27,19443561.82,-1.27,571993.85,2.76,397987.33,1.92
209,Entry Short,Short,2022-08-04 02:00,22992.0,900.632481,-263776.25,-1.27,19443561.82,-1.27,571993.85,2.76,397987.33,1.92
210,Exit Long,Short,2022-08-05 20:00,22797.5,878.506135,-428114.09,-2.09,19015447.73,-2.09,189773.75,0.93,469545.10,2.30
210,Entry Long,Long,2022-08-05 08:00,23271.0,878.506135,-428114.09,-2.09,19015447.73,-2.09,189773.75,0.93,469545.10,2.30
211,Exit Short,Long,2022-08-07 19:00,23229.0,877.966944,-390965.66,-1.95,18624482.07,-1.95,17261.49,0.09,476155.93,2.38
211,Entry Short,Short,2022-08-05 20:00,22797.5,877.966944,-390965.66,-1.95,18624482.07,-1.95,17261.49,0.09,476155.93,2.38
212,Exit Long,Short,2022-08-12 12:00,23741.0,844.836753,420651.82,2.14,19045133.89,2.14,1448076.64,7.38,604031.84,3.08
212,Entry Long,Long,2022-08-07 19:00,23229.0,844.836753,420651.82,2.14,19045133.89,2.14,1448076.64,7.38,604031.84,3.08
213,Exit Short,Long,2022-08-12 21:00,24168.0,844.325745,-372662.33,-1.86,18672471.56,-1.86,149342.40,0.74,435775.35,2.17
213,Entry Short,Short,2022-08-12 12:00,23741.0,844.325745,-372662.33,-1.86,18672471.56,-1.86,149342.40,0.74,435775.35,2.17
214,Exit Long,Short,2022-08-14 22:00,24303.0,813.997494,98053.08,0.50,18770524.64,0.50,696578.03,3.54,113756.48,0.58
214,Entry Long,Long,2022-08-12 21:00,24168.0,813.997494,98053.08,0.50,18770524.64,0.50,696578.03,3.54,113756.48,0.58
215,Exit Short,Long,2022-08-23 15:00,21506.0,813.501553,2264184.14,11.45,21034708.77,11.45,2900709.89,14.67,734828.55,3.72
215,Entry Short,Short,2022-08-14 22:00,24303.0,813.501553,2264184.14,11.45,21034708.77,11.45,2900709.89,14.67,734828.55,3.72
216,Exit Long,Exit Long,2022-08-23 15:00,21506.0,1024.520939,-13220.01,-0.06,21021488.76,-0.06,0,0.00,6610.00,0.03
216,Entry Long,Long,2022-08-23 15:00,21506.0,1024.520939,-13220.01,-0.06,21021488.76,-0.06,0,0.00,6610.00,0.03
217,Exit Short,Exit Short,2022-08-28 13:00,20020.5,1035.702121,1266784.92,5.75,22288273.69,5.75,1541770.21,7.00,652882.59,2.96
217,Entry Short,Short,2022-08-24 05:00,21256.0,1035.702121,1266784.92,5.75,22288273.69,5.75,1541770.21,7.00,652882.59,2.96
218,Exit Long,Short,2022-08-31 20:00,19995.0,1154.339157,-214186.53,-0.92,22074087.15,-0.92,455328.45,1.96,744029.94,3.19
218,Entry Long,Long,2022-08-29 20:00,20168.5,1154.339157,-214186.53,-0.92,22074087.15,-0.92,455328.45,1.96,744029.94,3.19
219,Exit Short,Long,2022-09-05 01:00,19986.5,1153.992959,-4032.57,-0.02,22070054.58,-0.02,495064.71,2.14,506601.18,2.19
219,Entry Short,Short,2022-08-31 20:00,19995.0,1153.992959,-4032.57,-0.02,22070054.58,-0.02,495064.71,2.14,506601.18,2.19
220,Exit Long,Short,2022-09-18 16:00,19803.0,1154.281782,-225589.20,-0.98,21844465.39,-0.98,3233725.09,14.01,1779320.69,7.71
220,Entry Long,Long,2022-09-05 01:00,19986.5,1154.281782,-225589.20,-0.98,21844465.39,-0.98,3233725.09,14.01,1779320.69,7.71
221,Exit Short,Long,2022-09-24 04:00,19118.5,1153.5863,776160.03,3.40,22620625.42,3.40,1957704.13,8.57,286021.23,1.25
221,Entry Short,Short,2022-09-18 16:00,19803.0,1153.5863,776160.03,3.40,22620625.42,3.40,1957704.13,8.57,286021.23,1.25
222,Exit Long,Short,2022-09-27 23:00,18985.0,1235.460722,-179056.62,-0.76,22441568.80,-0.76,1555771.77,6.58,622345.49,2.63
222,Entry Long,Long,2022-09-24 04:00,19118.5,1235.460722,-179056.62,-0.76,22441568.80,-0.76,1555771.77,6.58,622345.49,2.63
223,Exit Short,Long,2022-09-28 20:00,19547.0,1234.74179,-708198.01,-3.02,21733370.79,-3.02,649850.16,2.77,830605.25,3.54
223,Entry Short,Short,2022-09-27 23:00,18985.0,1234.74179,-708198.01,-3.02,21733370.79,-3.02,649850.16,2.77,830605.25,3.54
224,Exit Long,Short,2022-09-29 16:00,19190.0,1163.032245,-428718.23,-1.89,21304652.56,-1.89,276959.73,1.22,839551.22,3.69
224,Entry Long,Long,2022-09-28 20:00,19547.0,1163.032245,-428718.23,-1.89,21304652.56,-1.89,276959.73,1.22,839551.22,3.69
225,Exit Short,Long,2022-10-03 17:00,19326.0,1162.306239,-171503.86,-0.77,21133148.70,-0.77,341419.32,1.53,1139939.98,5.11
225,Entry Short,Short,2022-09-29 16:00,19190.0,1162.306239,-171503.86,-0.77,21133148.70,-0.77,341419.32,1.53,1139939.98,5.11
226,Exit Long,Short,2022-10-15 00:00,19156.0,1145.257556,-207915.32,-0.94,20925233.37,-0.94,1281774.78,5.79,1443938.21,6.52
226,Entry Long,Long,2022-10-03 17:00,19326.0,1145.257556,-207915.32,-0.94,20925233.37,-0.94,1281774.78,5.79,1443938.21,6.52
227,Exit Short,Long,2022-10-22 01:00,19153.0,1144.562401,-9720.43,-0.04,20915512.95,-0.04,605191.03,2.76,622352.14,2.84
227,Entry Short,Short,2022-10-15 00:00,19156.0,1144.562401,-9720.43,-0.04,20915512.95,-0.04,605191.03,2.76,622352.14,2.84
228,Exit Long,Short,2022-10-28 04:00,20217.0,1144.234053,1203950.48,5.49,22119463.43,5.49,2117123.75,9.66,124430.76,0.57
228,Entry Long,Long,2022-10-22 01:00,19153.0,1144.234053,1203950.48,5.49,22119463.43,5.49,2117123.75,9.66,124430.76,0.57
229,Exit Short,Exit Short,2022-11-09 21:00,15567.0,1143.565686,5305304.03,22.94,27424767.47,22.95,5310644.60,22.96,1439823.64,6.23
229,Entry Short,Short,2022-10-28 04:00,20217.0,1143.565686,5305304.03,22.94,27424767.47,22.95,5310644.60,22.96,1439823.64,6.23
230,Exit Long,Short,2022-11-16 14:00,16495.0,1696.593384,-447855.18,-1.58,26976912.28,-1.58,688775.01,2.42,514109.70,1.81
230,Entry Long,Long,2022-11-15 05:00,16749.0,1696.593384,-447855.18,-1.58,26976912.28,-1.58,688775.01,2.42,514109.70,1.81
231,Exit Short,Long,2022-11-20 01:00,16710.0,1696.084558,-381553.73,-1.36,26595358.55,-1.36,208705.75,0.75,859827.52,3.07
231,Entry Short,Short,2022-11-16 14:00,16495.0,1696.084558,-381553.73,-1.36,26595358.55,-1.36,208705.75,0.75,859827.52,3.07
232,Exit Long,Short,2022-11-20 10:00,16617.5,1651.441194,-169269.83,-0.61,26426088.72,-0.61,40438.84,0.15,289023.68,1.05
232,Entry Long,Long,2022-11-20 01:00,16710.0,1651.441194,-169269.83,-0.61,26426088.72,-0.61,40438.84,0.15,289023.68,1.05
233,Exit Short,Long,2022-11-23 00:00,16218.5,1650.434406,642265.23,2.34,27068353.95,2.34,1935158.68,7.05,291277.33,1.06
233,Entry Short,Short,2022-11-20 10:00,16617.5,1650.434406,642265.23,2.34,27068353.95,2.34,1935158.68,7.05,291277.33,1.06
234,Exit Long,Short,2022-11-25 09:00,16439.5,1730.614041,365510.19,1.30,27433864.14,1.30,1015237.82,3.62,119179.69,0.42
234,Entry Long,Long,2022-11-23 00:00,16218.5,1730.614041,365510.19,1.30,27433864.14,1.30,1015237.82,3.62,119179.69,0.42
235,Exit Short,Long,2022-11-27 07:00,16545.5,1729.606685,-200453.63,-0.70,27233410.50,-0.70,100435.06,0.35,433148.60,1.52
235,Entry Short,Short,2022-11-25 09:00,16439.5,1729.606685,-200453.63,-0.70,27233410.50,-0.70,100435.06,0.35,433148.60,1.52
236,Exit Long,Short,2022-11-28 01:00,16437.0,1706.417189,-202030.84,-0.72,27031379.67,-0.72,55520.59,0.20,255047.34,0.90
236,Entry Long,Long,2022-11-27 07:00,16545.5,1706.417189,-202030.84,-0.72,27031379.67,-0.72,55520.59,0.20,255047.34,0.90
237,Exit Short,Long,2022-11-29 08:00,16455.0,1705.383267,-47524.94,-0.17,26983854.73,-0.17,762423.82,2.72,158483.14,0.57
237,Entry Short,Short,2022-11-28 01:00,16437.0,1705.383267,-47524.94,-0.17,26983854.73,-0.17,762423.82,2.72,158483.14,0.57
238,Exit Long,Short,2022-12-12 00:00,17078.0,1700.630701,1042384.75,3.72,28026239.48,3.72,1642066.93,5.87,237980.31,0.85
238,Entry Long,Long,2022-11-29 08:00,16455.0,1700.630701,1042384.75,3.72,28026239.48,3.72,1642066.93,5.87,237980.31,0.85
239,Exit Short,Long,2022-12-20 09:00,16818.5,1699.627861,423770.00,1.46,28450009.48,1.46,1478466.50,5.09,2219923.72,7.65
239,Entry Short,Short,2022-12-12 00:00,17078.0,1699.627861,423770.00,1.46,28450009.48,1.46,1478466.50,5.09,2219923.72,7.65
240,Exit Long,Short,2022-12-21 23:00,16761.0,1751.033095,-118324.05,-0.40,28331685.43,-0.40,403533.37,1.37,230340.61,0.78
240,Entry Long,Long,2022-12-20 09:00,16818.5,1751.033095,-118324.05,-0.40,28331685.43,-0.40,403533.37,1.37,230340.61,0.78
241,Exit Short,Long,2022-12-23 03:00,16861.5,1749.996458,-193526.42,-0.66,28138159.01,-0.66,342074.78,1.17,234549.05,0.80
241,Entry Short,Short,2022-12-21 23:00,16761.0,1749.996458,-193526.42,-0.66,28138159.01,-0.66,342074.78,1.17,234549.05,0.80
242,Exit Long,Short,2022-12-27 15:00,16770.0,1728.09476,-175556.20,-0.60,27962602.82,-0.60,213318.70,0.73,279188.31,0.96
242,Entry Long,Long,2022-12-23 03:00,16861.5,1728.09476,-175556.20,-0.60,27962602.82,-0.60,213318.70,0.73,279188.31,0.96
243,Exit Short,Long,2023-01-06 19:00,16841.0,1727.048782,-140034.81,-0.48,27822568.00,-0.48,711490.56,2.46,385185.42,1.33
243,Entry Short,Short,2022-12-27 15:00,16770.0,1727.048782,-140034.81,-0.48,27822568.00,-0.48,711490.56,2.46,385185.42,1.33
244,Exit Long,Short,2023-01-18 19:00,20924.0,1711.456966,6968488.84,24.17,34791056.84,24.18,8261113.27,28.65,12925.44,0.04
244,Entry Long,Long,2023-01-06 19:00,16841.0,1711.456966,6968488.84,24.17,34791056.84,24.18,8261113.27,28.65,12925.44,0.04
245,Exit Short,Exit Short,2023-01-18 19:00,20924.0,1710.526796,-21474.64,-0.06,34769582.20,-0.06,0,0.00,10737.32,0.03
245,Entry Short,Short,2023-01-18 19:00,20924.0,1710.526796,-21474.64,-0.06,34769582.20,-0.06,0,0.00,10737.32,0.03
246,Exit Long,Short,2023-01-25 01:00,22656.0,1698.072253,2690401.31,7.52,37459983.51,7.52,3933045.15,11.00,359681.50,1.01
246,Entry Long,Long,2023-01-20 00:00,21058.5,1698.072253,2690401.31,7.52,37459983.51,7.52,3933045.15,11.00,359681.50,1.01
247,Exit Short,Long,2023-02-01 05:00,23134.5,1697.562984,-835603.57,-2.17,36624379.95,-2.17,560540.73,1.46,2235345.51,5.81
247,Entry Short,Short,2023-01-25 01:00,22656.0,1697.562984,-835603.57,-2.17,36624379.95,-2.17,560540.73,1.46,2235345.51,5.81
248,Exit Long,Short,2023-02-03 10:00,23420.0,1626.353462,441609.69,1.17,37065989.64,1.17,1851700.43,4.92,628488.60,1.67
248,Entry Long,Long,2023-02-01 05:00,23134.5,1626.353462,441609.69,1.17,37065989.64,1.17,1851700.43,4.92,628488.60,1.67
249,Exit Short,Long,2023-02-07 21:00,23193.0,1625.362792,346228.44,0.91,37412218.08,0.91,1301060.66,3.42,503904.72,1.32
249,Entry Short,Short,2023-02-03 10:00,23420.0,1625.362792,346228.44,0.91,37412218.08,0.91,1301060.66,3.42,503904.72,1.32
250,Exit Long,Short,2023-02-08 17:00,22977.0,1656.189522,-380676.82,-0.99,37031541.27,-0.99,434819.48,1.13,879366.91,2.29
250,Entry Long,Long,2023-02-07 21:00,23193.0,1656.189522,-380676.82,-0.99,37031541.27,-0.99,434819.48,1.13,879366.91,2.29
251,Exit Short,Exit Short,2023-02-11 13:00,21705.7,1655.200769,2082069.09,5.47,39113610.35,5.47,2547365.40,6.70,117342.31,0.31
251,Entry Short,Short,2023-02-08 17:00,22977.0,1655.200769,2082069.09,5.47,39113610.35,5.47,2547365.40,6.70,117342.31,0.31
252,Exit Short,Long,2023-02-14 12:00,21802.9,1841.160476,-65131.14,-0.16,39048479.21,-0.16,822199.34,2.05,207929.95,0.52
252,Entry Short,Short,2023-02-12 23:00,21780.6,1841.160476,-65131.14,-0.16,39048479.21,-0.16,822199.34,2.05,207929.95,0.52
253,Exit Long,Short,2023-02-20 01:00,24205.6,1836.843146,4388029.91,10.95,43436509.12,10.96,6404445.93,15.99,542311.17,1.35
253,Entry Long,Long,2023-02-14 12:00,21802.9,1836.843146,4388029.91,10.95,43436509.12,10.96,6404445.93,15.99,542311.17,1.35
254,Exit Short,Long,2023-02-23 08:00,24381.4,1835.794887,-349491.47,-0.79,43087017.64,-0.79,1152949.54,2.59,2013245.90,4.53
254,Entry Short,Short,2023-02-20 01:00,24205.6,1835.794887,-349491.47,-0.79,43087017.64,-0.79,1152949.54,2.59,2013245.90,4.53
255,Exit Long,Short,2023-02-28 08:00,23223.0,1808.231654,-2120479.48,-4.81,40966538.16,-4.81,201230.11,0.46,3031345.62,6.87
255,Entry Long,Long,2023-02-23 08:00,24381.4,1808.231654,-2120479.48,-4.81,40966538.16,-4.81,201230.11,0.46,3031345.62,6.87
256,Exit Short,Long,2023-02-28 16:00,23512.7,1807.11131,-548857.13,-1.31,40417681.03,-1.31,33491.37,0.08,641103.28,1.53
256,Entry Short,Short,2023-02-28 08:00,23223.0,1807.11131,-548857.13,-1.31,40417681.03,-1.31,33491.37,0.08,641103.28,1.53
257,Exit Long,Short,2023-02-28 21:00,23262.4,1761.516229,-465626.04,-1.12,39952054.99,-1.12,128848.20,0.31,650270.43,1.57
257,Entry Long,Long,2023-02-28 16:00,23512.7,1761.516229,-465626.04,-1.12,39952054.99,-1.12,128848.20,0.31,650270.43,1.57
258,Exit Short,Exit Short,2023-03-03 16:00,22330.0,1760.44013,1617355.57,3.95,41569410.56,3.95,2377335.81,5.80,1360782.76,3.32
258,Entry Short,Short,2023-02-28 21:00,23262.4,1760.44013,1617355.57,3.95,41569410.56,3.95,2377335.81,5.80,1360782.76,3.32
259,Exit Long,Short,2023-03-07 08:00,22403.9,1890.045547,-237722.43,-0.56,41331688.14,-0.56,34484.15,0.08,402494.38,0.95
259,Entry Long,Long,2023-03-06 17:00,22516.2,1890.045547,-237722.43,-0.56,41331688.14,-0.56,34484.15,0.08,402494.38,0.95
260,Exit Short,Exit Short,2023-03-12 15:00,20336.9,1889.478704,3881325.13,9.17,45213013.27,9.17,5408025.95,12.77,167258.87,0.39
260,Entry Short,Short,2023-03-07 08:00,22403.9,1889.478704,3881325.13,9.17,45213013.27,9.17,5408025.95,12.77,167258.87,0.39
261,Exit Short,Long,2023-03-26 14:00,27901.6,1692.847169,-1062020.74,-2.30,44150992.53,-2.30,552905.49,1.20,2534847.75,5.49
261,Entry Short,Short,2023-03-22 21:00,27290.8,1692.847169,-1062020.74,-2.30,44150992.53,-2.30,552905.49,1.20,2534847.75,5.49
262,Exit Long,Short,2023-03-31 09:00,27729.8,1618.244723,-305022.01,-0.68,43845970.52,-0.68,2083052.38,4.61,2323266.18,5.14
262,Entry Long,Long,2023-03-26 14:00,27901.6,1618.244723,-305022.01,-0.68,43845970.52,-0.68,2083052.38,4.61,2323266.18,5.14
263,Exit Short,Long,2023-03-31 16:00,28501.6,1617.248548,-1275474.47,-2.84,42570496.04,-2.84,91505.64,0.20,1542238.85,3.44
263,Entry Short,Short,2023-03-31 09:00,27729.8,1617.248548,-1275474.47,-2.84,42570496.04,-2.84,91505.64,0.20,1542238.85,3.44
264,Exit Long,Short,2023-04-05 20:00,28021.6,1528.730068,-759713.05,-1.74,41810783.00,-1.74,502110.66,1.15,2041084.68,4.68
264,Entry Long,Long,2023-03-31 16:00,28501.6,1528.730068,-759713.05,-1.74,41810783.00,-1.74,502110.66,1.15,2041084.68,4.68
265,Exit Short,Long,2023-04-08 08:00,28097.5,1527.778249,-141679.63,-0.33,41669103.36,-0.33,524323.60,1.22,435121.15,1.02
265,Entry Short,Short,2023-04-05 20:00,28021.6,1527.778249,-141679.63,-0.33,41669103.36,-0.33,524323.60,1.22,435121.15,1.02
266,Exit Long,Short,2023-04-08 20:00,27891.6,1518.611286,-338189.77,-0.79,41330913.60,-0.79,8307.94,0.02,387442.16,0.91
266,Entry Long,Long,2023-04-08 08:00,28097.5,1518.611286,-338189.77,-0.79,41330913.60,-0.79,8307.94,0.02,387442.16,0.91
267,Exit Short,Long,2023-04-09 04:00,28023.9,1517.694261,-226249.74,-0.53,41104663.86,-0.53,35259.86,0.08,290589.10,0.69
267,Entry Short,Short,2023-04-08 20:00,27891.6,1517.694261,-226249.74,-0.53,41104663.86,-0.53,35259.86,0.08,290589.10,0.69
268,Exit Long,Short,2023-04-09 08:00,27874.3,1502.460111,-249963.48,-0.59,40854700.38,-0.59,40104.91,0.10,315978.13,0.75
268,Entry Long,Long,2023-04-09 04:00,28023.9,1502.460111,-249963.48,-0.59,40854700.38,-0.59,40104.91,0.10,315978.13,0.75
269,Exit Short,Long,2023-04-09 22:00,28098.3,1501.551894,-361561.35,-0.86,40493139.03,-0.86,153064.76,0.37,612576.55,1.46
269,Entry Short,Short,2023-04-09 08:00,27874.3,1501.551894,-361561.35,-0.86,40493139.03,-0.86,153064.76,0.37,612576.55,1.46
270,Exit Long,Short,2023-04-30 04:00,29165.3,1476.720952,1550292.55,3.74,42043431.57,3.74,4363666.86,10.51,1733270.93,4.18
270,Entry Long,Long,2023-04-09 22:00,28098.3,1476.720952,1550292.55,3.74,42043431.57,3.74,4363666.86,10.51,1733270.93,4.18
271,Exit Short,Exit Short,2023-05-02 12:00,28003.9,1475.844213,1688733.62,3.92,43732165.19,3.92,2238044.56,5.20,1178387.21,2.74
271,Entry Short,Short,2023-04-30 04:00,29165.3,1475.844213,1688733.62,3.92,43732165.19,3.92,2238044.56,5.20,1178387.21,2.74
272,Exit Long,Short,2023-05-03 15:00,28357.1,1561.054564,-478464.91,-1.07,43253700.28,-1.07,220742.56,0.49,835310.85,1.87
272,Entry Long,Long,2023-05-02 23:00,28646.5,1561.054564,-478464.91,-1.07,43253700.28,-1.07,220742.56,0.49,835310.85,1.87
273,Exit Short,Long,2023-05-03 23:00,28911.6,1560.586388,-892156.98,-2.02,42361543.31,-2.02,436172.77,0.99,1093045.83,2.47
273,Entry Short,Short,2023-05-03 15:00,28357.1,1560.586388,-892156.98,-2.02,42361543.31,-2.02,436172.77,0.99,1093045.83,2.47
274,Exit Long,Exit Long,2023-05-12 03:00,26598.6,1499.815658,-3494050.14,-8.06,38867493.17,-8.06,1368921.53,3.16,3482082.24,8.03
274,Entry Long,Long,2023-05-03 23:00,28911.6,1499.815658,-3494050.14,-8.06,38867493.17,-8.06,1368921.53,3.16,3482082.24,8.03
275,Exit Short,Long,2023-05-17 22:00,27324.2,1473.723899,-436827.22,-1.10,38430665.94,-1.10,787833.30,1.98,637110.34,1.60
275,Entry Short,Short,2023-05-16 13:00,27044.1,1473.723899,-436827.22,-1.10,38430665.94,-1.10,787833.30,1.98,637110.34,1.60
276,Exit Long,Short,2023-05-21 16:00,26883.2,1443.076729,-659864.47,-1.67,37770801.48,-1.67,335952.22,0.85,1430229.39,3.63
276,Entry Long,Long,2023-05-17 22:00,27324.2,1443.076729,-659864.47,-1.67,37770801.48,-1.67,335952.22,0.85,1430229.39,3.63
277,Exit Short,Long,2023-05-23 03:00,26982.8,1442.194701,-166948.17,-0.43,37603853.31,-0.43,526595.82,1.36,371891.48,0.96
277,Entry Short,Short,2023-05-21 16:00,26883.2,1442.194701,-166948.17,-0.43,37603853.31,-0.43,526595.82,1.36,371891.48,0.96
278,Exit Long,Short,2023-06-04 00:00,27063.7,1430.687195,92545.50,0.24,37696398.81,0.24,2086092.38,5.40,1630832.95,4.22
278,Entry Long,Long,2023-05-23 03:00,26982.8,1430.687195,92545.50,0.24,37696398.81,0.24,2086092.38,5.40,1630832.95,4.22
279,Exit Short,Long,2023-06-04 11:00,27203.6,1429.826882,-223310.63,-0.58,37473088.18,-0.58,156109.77,0.40,266261.09,0.69
279,Entry Short,Short,2023-06-04 00:00,27063.7,1429.826882,-223310.63,-0.58,37473088.18,-0.58,156109.77,0.40,266261.09,0.69
280,Exit Long,Short,2023-06-07 21:00,26465.1,1414.269256,-1067208.44,-2.77,36405879.73,-2.77,336933.98,0.88,2669519.60,6.94
280,Entry Long,Long,2023-06-04 11:00,27203.6,1414.269256,-1067208.44,-2.77,36405879.73,-2.77,336933.98,0.88,2669519.60,6.94
281,Exit Short,Long,2023-06-08 17:00,26703.1,1413.404317,-358934.68,-0.96,36046945.06,-0.96,483045.72,1.29,499411.62,1.33
281,Entry Short,Short,2023-06-07 21:00,26465.1,1413.404317,-358934.68,-0.96,36046945.06,-0.96,483045.72,1.29,499411.62,1.33
282,Exit Long,Exit Long,2023-06-11 15:00,25696.0,1387.372761,-1419032.23,-3.83,34627912.82,-3.83,81701.09,0.22,1910566.19,5.16
282,Entry Long,Long,2023-06-08 17:00,26703.1,1387.372761,-1419032.23,-3.83,34627912.82,-3.83,81701.09,0.22,1910566.19,5.16
283,Exit Short,Long,2023-06-14 14:00,26008.7,1376.399505,-202558.85,-0.57,34425353.97,-0.57,107134.63,0.30,280321.83,0.79
283,Entry Short,Short,2023-06-13 20:00,25877.1,1376.399505,-202558.85,-0.57,34425353.97,-0.57,107134.63,0.30,280321.83,0.79
284,Exit Long,Short,2023-06-14 21:00,25858.2,1362.062149,-226184.14,-0.64,34199169.84,-0.64,111549.34,0.31,362993.12,1.02
284,Entry Long,Long,2023-06-14 14:00,26008.7,1362.062149,-226184.14,-0.64,34199169.84,-0.64,111549.34,0.31,362993.12,1.02
285,Exit Short,Long,2023-06-16 06:00,25520.5,1361.238455,438708.63,1.25,34637878.46,1.25,1457808.17,4.14,19816.17,0.06
285,Entry Short,Short,2023-06-14 21:00,25858.2,1361.238455,438708.63,1.25,34637878.46,1.25,1457808.17,4.14,19816.17,0.06
286,Exit Long,Short,2023-06-28 09:00,30179.9,1396.430674,6483194.56,18.19,41121073.02,18.19,8261065.81,23.17,521086.69,1.46
286,Entry Long,Long,2023-06-16 06:00,25520.5,1396.430674,6483194.56,18.19,41121073.02,18.19,8261065.81,23.17,521086.69,1.46
287,Exit Short,Exit Short,2023-06-28 09:00,30179.9,1395.66665,-25272.65,-0.06,41095800.37,-0.06,0,0.00,12636.32,0.03
287,Entry Short,Short,2023-06-28 09:00,30179.9,1395.66665,-25272.65,-0.06,41095800.37,-0.06,0,0.00,12636.32,0.03
288,Exit Short,Long,2023-07-10 18:00,30339.8,1385.276472,28930.65,0.07,41124731.03,0.07,962332.63,2.29,1625363.82,3.86
288,Entry Short,Short,2023-06-30 18:00,30378.9,1385.276472,28930.65,0.07,41124731.03,0.07,962332.63,2.29,1625363.82,3.86
