time,open,high,low,close,Volume,EMA Curta (21),EMA Longa (55)
2020-04-03T23:00:00+01:00,6724,6760.5,6710.5,6760,248.097,6767.431940020155,6701.206347257166
2020-04-04T00:00:00+01:00,6760,6775.5,6718,6727.5,146.323,6760.776616683463,6702.1454062836965
2020-04-04T01:00:00+01:00,6727.5,6757.5,6712,6748.5,247.517,6758.730513902886,6703.8009274878505
2020-04-04T02:00:00+01:00,6748.5,6801.5,6741.5,6754.5,189.004,6758.025428252405,6705.611608648998
2020-04-04T03:00:00+01:00,6754.5,6755,6676,6676,215.975,6744.35452354367,6704.554051197249
2020-04-04T04:00:00+01:00,6676,6708.5,6665,6695,228.062,6736.128769619725,6704.212835083061
2020-04-04T05:00:00+01:00,6695,6727.5,6685,6715,194.872,6732.607308016438,6704.5980909729515
2020-04-04T06:00:00+01:00,6715,6764.5,6708.5,6727.5,113.091,6731.756090013698,6705.416016295346
2020-04-04T07:00:00+01:00,6727.5,6730,6690.5,6726.5,100.683,6730.880075011415,6706.169015713369
2020-04-04T08:00:00+01:00,6726.5,6734.5,6718.5,6728,54.14,6730.400062509512,6706.948693723606
2020-04-04T09:00:00+01:00,6728,6775,6728,6775,216.633,6737.833385424594,6709.379097519191
2020-04-04T10:00:00+01:00,6775,6859.5,6741.5,6832.5,437.741,6753.611154520495,6713.776272607792
2020-04-04T11:00:00+01:00,6832.5,6887,6806,6874,379.93,6773.675962100412,6719.498548586085
2020-04-04T12:00:00+01:00,6874,6899,6646,6698,3260.675,6761.063301750343,6718.73074327944
2020-04-04T13:00:00+01:00,6698,6725.5,6665.5,6705,212.51,6751.719418125286,6718.240359590888
2020-04-04T14:00:00+01:00,6705,6738,6688.5,6725,133.188,6747.266181771072,6718.481775319785
2020-04-04T15:00:00+01:00,6725,6730,6702,6710,77.364,6741.055151475894,6718.17885477265
2020-04-04T16:00:00+01:00,6710,6764.5,6706,6724,133.598,6738.212626229912,6718.386752816484
2020-04-04T17:00:00+01:00,6724,6790,6720.5,6781,206.663,6745.343855191593,6720.622940215895
2020-04-04T18:00:00+01:00,6781,6801.5,6755,6774.5,239.13,6750.203212659661,6722.547120922471
2020-04-04T19:00:00+01:00,6774.5,6799,6767,6770.5,69.658,6753.586010549718,6724.259723746668
2020-04-04T20:00:00+01:00,6770.5,6780,6723,6737.5,174.971,6750.905008791431,6724.732590755715
2020-04-04T21:00:00+01:00,6737.5,7012,6737.5,6821.5,2626.15,6762.670840659526,6728.188569657297
2020-04-04T22:00:00+01:00,6821.5,6885,6821.5,6856,295.689,6778.225700549605,6732.753263598108
2020-04-04T23:00:00+01:00,6856,6869.5,6787.5,6849,154.116,6790.021417124671,6736.904932755318
2020-04-05T00:00:00+01:00,6849,6865,6820,6863.5,78.546,6802.267847603893,6741.4261851569145
2020-04-05T01:00:00+01:00,6863.5,6889,6837,6854,126.676,6810.889873003244,6745.446678544167
2020-04-05T02:00:00+01:00,6854,6874,6840.5,6846,75.815,6816.741560836037,6749.037868596161
2020-04-05T03:00:00+01:00,6846,6847,6802,6837.5,219.115,6820.201300696697,6752.1972304320125
2020-04-05T04:00:00+01:00,6837.5,6840.5,6789,6795.5,125.937,6816.084417247248,6753.7437579165835
2020-04-05T05:00:00+01:00,6795.5,6795.5,6751,6781.5,204.139,6810.32034770604,6754.735052276706
2020-04-05T06:00:00+01:00,6781.5,6833,6764,6791.5,174.129,6807.183623088366,6756.048086123966
2020-04-05T07:00:00+01:00,6791.5,6791.5,6743,6774,139.999,6801.653019240305,6756.689225905253
2020-04-05T08:00:00+01:00,6774,6790,6756.5,6774,87.899,6797.044182700254,6757.307467837209
2020-04-05T09:00:00+01:00,6774,6795.5,6756,6777,96.564,6793.703485583545,6758.010772557308
2020-04-05T10:00:00+01:00,6777,6820,6763.5,6772,168.673,6790.086237986288,6758.510387823118
2020-04-05T11:00:00+01:00,6772,6786,6740,6756,118.097,6784.405198321907,6758.4207311151495
2020-04-05T12:00:00+01:00,6756,6819,6752.5,6776,611.487,6783.004331934922,6759.0485621467515
2020-04-05T13:00:00+01:00,6776,6793.5,6762,6788.5,287.838,6783.920276612435,6760.100399212939
