,time,open,high,low,close,Volume,EMA Curta (21),EMA Longa (55)
88,2020-03-29 02:00:00,6208.0,6219.5,6195.0,6196.0,176.188,6205.859167680223,6368.477841814763
89,2020-03-29 03:00:00,6196.0,6204.5,6184.0,6197.0,85.205,6204.38263973352,6362.353633178522
90,2020-03-29 04:00:00,6197.0,6202.5,6190.0,6197.5,113.165,6203.235533111267,6356.466003422146
91,2020-03-29 05:00:00,6197.5,6198.0,6140.5,6141.0,144.416,6192.862944259389,6348.770789014212
92,2020-03-29 06:00:00,6141.0,6157.0,6129.5,6146.0,239.746,6185.052453549492,6341.528975120848
93,2020-03-29 07:00:00,6146.0,6163.0,6107.5,6146.5,234.559,6178.627044624576,6334.5636545808175
94,2020-03-29 08:00:00,6146.5,6146.5,6084.5,6124.0,190.816,6169.522537187147,6327.043524060074
95,2020-03-29 09:00:00,6124.0,6125.0,6075.0,6080.5,143.994,6154.685447655956,6318.238398200785
96,2020-03-29 10:00:00,6080.5,6204.5,6080.5,6177.0,299.943,6158.404539713296,6313.194169693614
97,2020-03-29 11:00:00,6177.0,6183.0,6127.5,6134.5,192.211,6154.42044976108,6306.812235061699
98,2020-03-29 12:00:00,6134.5,6144.0,6059.5,6115.0,243.883,6147.8503748009,6299.96179809521
99,2020-03-29 13:00:00,6115.0,6130.0,6092.0,6116.0,167.772,6142.54197900075,6293.391733877524
100,2020-03-29 14:00:00,6116.0,6142.0,6105.0,6135.0,196.71,6141.284982500625,6287.734886239041
101,2020-03-29 15:00:00,6135.0,6138.5,6114.0,6123.0,252.319,6138.237485417188,6281.85149744479
102,2020-03-29 16:00:00,6123.0,6153.5,6042.0,6083.0,493.965,6129.0312378476565,6274.749658250333
103,2020-03-29 17:00:00,6083.0,6083.5,6047.0,6083.0,140.79,6121.359364873048,6267.901456169963
104,2020-03-29 18:00:00,6083.0,6083.5,6060.0,6060.0,76.81,6111.132804060873,6260.476404163893
105,2020-03-29 19:00:00,6060.0,6077.0,5873.0,5897.0,702.108,6075.444003384061,6247.495104015183
106,2020-03-29 20:00:00,5897.0,5950.0,5858.0,5936.5,425.54,6052.286669486717,6236.388136014641
107,2020-03-29 21:00:00,5936.5,5937.0,5880.0,5882.0,191.899,6023.905557905598,6223.731416871261
108,2020-03-29 22:00:00,5882.0,5934.0,5863.5,5909.5,165.824,6004.837964921331,6212.508866268716
109,2020-03-29 23:00:00,5909.5,5926.5,5873.0,5873.0,188.775,5982.864970767776,6200.383549616262
110,2020-03-30 00:00:00,5873.0,5911.0,5841.5,5893.0,478.187,5967.887475639814,6189.405565701395
111,2020-03-30 01:00:00,5893.0,5936.5,5886.5,5932.0,206.845,5961.9062296998445,6180.212509783488
112,2020-03-30 02:00:00,5932.0,6015.5,5931.5,5981.5,302.01,5965.171858083204,6173.115634434078
113,2020-03-30 03:00:00,5981.5,5998.5,5970.5,5996.5,542.802,5970.393215069336,6166.80793320429
114,2020-03-30 04:00:00,5996.5,6034.5,5983.0,6023.5,620.282,5979.244345891114,6161.689792732708
115,2020-03-30 05:00:00,6023.5,6240.0,6023.5,6196.0,1151.109,6015.370288242595,6162.915157277968
116,2020-03-30 06:00:00,6196.0,6242.5,6167.5,6210.0,644.733,6047.808573535496,6164.596758803755
117,2020-03-30 07:00:00,6210.0,6321.5,6208.0,6238.5,928.814,6079.590477946247,6167.236160275049
118,2020-03-30 08:00:00,6238.5,6288.0,6238.5,6270.5,546.382,6111.408731621873,6170.92415455094
119,2020-03-30 09:00:00,6270.5,6278.0,6240.5,6246.5,451.156,6133.923943018228,6173.623291888407
120,2020-03-30 10:00:00,6246.5,6307.0,6245.5,6273.0,576.774,6157.103285848523,6177.17246003525
121,2020-03-30 11:00:00,6273.0,6386.0,6266.5,6358.5,816.437,6190.669404873769,6183.64844360542
122,2020-03-30 12:00:00,6358.5,6374.5,6285.0,6302.5,742.262,6209.307837394807,6187.893142048083
123,2020-03-30 13:00:00,6302.5,6338.5,6297.5,6302.0,575.246,6224.756531162339,6191.968386974937
124,2020-03-30 14:00:00,6302.0,6333.0,6274.0,6321.5,602.319,6240.880442635283,6196.594516011546
125,2020-03-30 15:00:00,6321.5,6430.5,6321.5,6336.0,856.061,6256.733702196068,6201.573283296848
126,2020-03-30 16:00:00,6336.0,6384.5,6306.0,6370.5,632.788,6275.694751830057,6207.60638032196
127,2020-03-30 17:00:00,6370.5,6379.5,6329.5,6351.0,585.514,6288.245626525048,6212.727581024747
128,2020-03-30 18:00:00,6351.0,6365.0,6327.5,6362.5,567.596,6300.62135543754,6218.076595988149
129,2020-03-30 19:00:00,6362.5,6399.5,6347.5,6364.5,491.983,6311.26779619795,6223.306003274287
130,2020-03-30 20:00:00,6364.5,6474.5,6363.0,6452.0,769.392,6334.723163498292,6231.473646014491
131,2020-03-30 21:00:00,6452.0,6545.0,6451.5,6525.5,783.068,6366.519302915243,6241.974587228259
132,2020-03-30 22:00:00,6525.5,6577.5,6448.5,6462.0,657.925,6382.432752429369,6249.8326376843925
133,2020-03-30 23:00:00,6462.0,6473.5,6381.5,6389.5,573.932,6383.6106270244745,6254.820757767093
134,2020-03-31 00:00:00,6389.5,6463.5,6381.5,6437.0,625.467,6392.508855853729,6261.327159275411
135,2020-03-31 01:00:00,6437.0,6509.5,6437.0,6507.0,552.807,6411.590713211441,6270.101189301289
136,2020-03-31 02:00:00,6507.0,6509.5,6443.0,6444.5,563.721,6417.075594342868,6276.329718254815
137,2020-03-31 03:00:00,6444.5,6472.5,6408.0,6435.0,731.024,6420.062995285723,6281.996514031429
138,2020-03-31 04:00:00,6435.0,6449.5,6373.0,6391.0,773.471,6415.219162738103,6285.889495673164
139,2020-03-31 05:00:00,6391.0,6430.5,6375.0,6408.5,532.748,6414.099302281752,6290.268442256265
140,2020-03-31 06:00:00,6408.5,6463.0,6384.5,6463.0,570.138,6422.249418568126,6296.437426461399
141,2020-03-31 07:00:00,6463.0,6470.5,6422.0,6437.0,535.814,6424.707848806772,6301.457518373491
142,2020-03-31 08:00:00,6437.0,6497.5,6437.0,6488.0,586.416,6435.25654067231,6308.119749860152
143,2020-03-31 09:00:00,6488.0,6489.5,6417.0,6426.5,546.46,6433.7971172269245,6312.347615936576
144,2020-03-31 10:00:00,6426.5,6436.5,6399.5,6422.5,648.327,6431.914264355771,6316.281629653126
145,2020-03-31 11:00:00,6422.5,6424.0,6339.5,6386.5,676.504,6424.345220296475,6318.789428594087
146,2020-03-31 12:00:00,6386.5,6454.0,6323.5,6437.5,749.75,6426.537683580396,6323.029091858583
147,2020-03-31 13:00:00,6437.5,6477.0,6392.0,6411.5,847.505,6424.031402983664,6326.188767149348
148,2020-03-31 14:00:00,6411.5,6470.0,6411.5,6444.5,711.516,6427.44283581972,6330.414168322585
149,2020-03-31 15:00:00,6444.5,6494.5,6415.5,6445.0,924.59,6430.369029849767,6334.506519453921
150,2020-03-31 16:00:00,6445.0,6460.5,6410.0,6423.5,630.316,6429.2241915414725,6337.684858044852
151,2020-03-31 17:00:00,6423.5,6451.0,6397.5,6445.5,625.047,6431.93682628456,6341.535398828964
152,2020-03-31 18:00:00,6445.5,6479.5,6440.0,6451.5,714.758,6435.197355237134,6345.4627060136445
153,2020-03-31 19:00:00,6451.5,6464.5,6427.5,6454.5,578.234,6438.414462697611,6349.356895084586
154,2020-03-31 20:00:00,6454.5,6490.0,6443.0,6463.0,733.645,6442.512052248009,6353.415577402993
155,2020-03-31 21:00:00,6463.0,6474.5,6413.0,6436.0,618.905,6441.426710206674,6356.365021067172
156,2020-03-31 22:00:00,6436.0,6439.5,6417.0,6425.5,612.467,6438.772258505562,6358.834127457631
157,2020-03-31 23:00:00,6425.5,6432.5,6388.5,6405.0,621.857,6433.143548754635,6360.482908619858
158,2020-04-01 00:00:00,6405.0,6417.0,6243.5,6302.5,1012.795,6411.369623962196,6358.412090454863
159,2020-04-01 01:00:00,6302.5,6317.0,6280.5,6282.0,536.143,6389.808019968496,6355.683087224332
160,2020-04-01 02:00:00,6282.0,6314.0,6282.0,6309.5,423.754,6376.423349973748,6354.033691252034
161,2020-04-01 03:00:00,6309.5,6372.0,6305.5,6360.5,475.996,6373.769458311456,6354.264630850176
162,2020-04-01 04:00:00,6360.5,6365.0,6327.0,6336.5,514.726,6367.557881926214,6353.630179748384
163,2020-04-01 05:00:00,6336.5,6338.5,6283.5,6296.5,567.554,6355.714901605178,6351.589816185941
164,2020-04-01 06:00:00,6296.5,6310.5,6262.0,6289.5,497.894,6344.679084670982,6349.372322750729
165,2020-04-01 07:00:00,6289.5,6326.5,6280.0,6323.0,487.26,6341.065903892485,6348.43045408106
166,2020-04-01 08:00:00,6323.0,6323.0,6275.5,6301.0,482.642,6334.388253243737,6346.736509292451
167,2020-04-01 09:00:00,6301.0,6303.0,6257.0,6291.0,437.253,6327.156877703114,6344.745919674863
168,2020-04-01 10:00:00,6291.0,6308.0,6281.0,6285.5,411.208,6320.214064752596,6342.629993972189
169,2020-04-01 11:00:00,6285.5,6295.5,6265.5,6286.0,501.365,6314.511720627163,6340.607494187469
170,2020-04-01 12:00:00,6286.0,6333.0,6181.5,6214.5,1147.479,6297.843100522636,6336.103655109345
171,2020-04-01 13:00:00,6214.5,6229.5,6156.5,6197.0,752.577,6281.035917102196,6331.135667426868
172,2020-04-01 14:00:00,6197.0,6250.0,6191.5,6239.5,878.157,6274.113264251831,6327.862965018766
173,2020-04-01 15:00:00,6239.5,6248.0,6213.5,6223.5,560.72,6265.677720209858,6324.135716268096
174,2020-04-01 16:00:00,6223.5,6223.5,6145.0,6178.0,698.787,6251.064766841549,6318.916583544235
175,2020-04-01 17:00:00,6178.0,6203.5,6160.0,6188.0,603.201,6240.553972367958,6314.240991274798
176,2020-04-01 18:00:00,6188.0,6210.0,6177.5,6178.0,493.361,6230.128310306632,6309.375241586413
177,2020-04-01 19:00:00,6178.0,6204.5,6160.0,6201.0,706.807,6225.273591922193,6305.504697244041
178,2020-04-01 20:00:00,6201.0,6373.5,6189.0,6330.0,1433.332,6242.727993268494,6306.379529485325
179,2020-04-01 21:00:00,6330.0,6395.0,6330.0,6345.0,1065.205,6259.773327723745,6307.758832003707
180,2020-04-01 22:00:00,6345.0,6592.5,6345.0,6511.5,1501.895,6301.727773103121,6315.035302289289
181,2020-04-01 23:00:00,6511.5,6687.0,6492.5,6642.0,1362.759,6358.439810919267,6326.712612921814
182,2020-04-02 00:00:00,6642.0,6739.5,6570.0,6610.5,1078.251,6400.449842432723,6336.847876746035
183,2020-04-02 01:00:00,6610.5,6632.0,6543.5,6562.5,621.134,6427.458202027269,6344.906881147962
184,2020-04-02 02:00:00,6562.5,6611.5,6562.5,6590.5,452.819,6454.631835022725,6353.6780639641065
185,2020-04-02 03:00:00,6590.5,6603.5,6575.5,6601.0,496.484,6479.026529185604,6362.510990251103
186,2020-04-02 04:00:00,6601.0,6628.5,6584.5,6591.5,531.623,6497.7721076546695,6370.689169170707
187,2020-04-02 05:00:00,6591.5,6601.0,6560.5,6600.0,662.614,6514.810089712225,6378.878841700324
188,2020-04-02 06:00:00,6600.0,6642.0,6585.5,6632.5,662.934,6534.425074760187,6387.936740211027
189,2020-04-02 07:00:00,6632.5,6673.0,6610.5,6639.5,549.83,6551.937562300156,6396.921142346348
190,2020-04-02 08:00:00,6639.5,6659.0,6601.0,6644.5,543.199,6567.36463525013,6405.763244405407
191,2020-04-02 09:00:00,6644.5,6650.0,6621.5,6639.0,433.881,6579.303862708442,6414.093128533786
192,2020-04-02 10:00:00,6639.0,6706.5,6612.0,6645.0,656.982,6590.253218923701,6422.339802514722
193,2020-04-02 11:00:00,6645.0,6694.5,6606.5,6676.0,675.868,6604.544349103084,6431.399095282053
194,2020-04-02 12:00:00,6676.0,6725.5,6629.5,6651.5,1042.016,6612.370290919236,6439.259841879123
195,2020-04-02 13:00:00,6651.5,6671.5,6620.5,6640.5,804.216,6617.05857576603,6446.44699038344
196,2020-04-02 14:00:00,6640.5,6812.5,6637.0,6775.5,1687.918,6643.465479805025,6458.198883584031
197,2020-04-02 15:00:00,6775.5,6828.0,6720.5,6796.5,1280.354,6668.971233170854,6470.281066313173
198,2020-04-02 16:00:00,6796.5,6911.0,6782.5,6908.5,1552.213,6708.8926943090455,6485.931742516274
199,2020-04-02 17:00:00,6908.5,7230.5,6908.5,7081.5,9009.751,6770.993911924204,6507.202037426408
200,2020-04-02 18:00:00,7081.5,7085.0,6729.5,6787.0,4520.872,6773.661593270171,6517.194821804036
201,2020-04-02 19:00:00,6787.0,6863.5,6723.0,6796.5,1274.324,6777.467994391809,6527.170006739606
202,2020-04-02 20:00:00,6796.5,6799.0,6644.0,6738.0,1411.383,6770.889995326507,6534.699649356048
203,2020-04-02 21:00:00,6738.0,6843.0,6711.5,6825.5,1056.962,6779.9916627720895,6545.08537616476
204,2020-04-02 22:00:00,6825.5,6859.5,6781.0,6842.5,740.417,6790.409718976742,6555.707327016019
205,2020-04-02 23:00:00,6842.5,6842.5,6730.0,6796.5,823.645,6791.424765813951,6564.307065336876
206,2020-04-03 00:00:00,6796.5,6809.5,6732.5,6738.0,630.714,6782.520638178293,6570.510384431987
207,2020-04-03 01:00:00,6738.0,6804.0,6723.5,6798.5,682.632,6785.183865148578,6578.6528707022735
208,2020-04-03 02:00:00,6798.5,6825.0,6774.0,6809.0,533.709,6789.153220957148,6586.879553891478
209,2020-04-03 03:00:00,6809.0,6825.0,6771.0,6781.0,410.197,6787.794350797623,6593.812426966782
210,2020-04-03 04:00:00,6781.0,6797.0,6759.5,6778.5,481.658,6786.245292331353,6600.408411717969
211,2020-04-03 05:00:00,6778.5,6786.5,6745.0,6775.0,367.762,6784.371076942794,6606.6438255851845
212,2020-04-03 06:00:00,6775.0,6819.0,6763.0,6795.0,367.955,6786.142564118995,6613.370831814285
213,2020-04-03 07:00:00,6795.0,6947.5,6787.0,6934.5,861.526,6810.868803432496,6624.839730678061
214,2020-04-03 08:00:00,6934.5,6980.5,6866.5,6924.0,532.711,6829.724002860414,6635.524026010987
215,2020-04-03 09:00:00,6924.0,6974.0,6891.0,6959.0,500.269,6851.270002383678,6647.076739367737
216,2020-04-03 10:00:00,6959.0,7044.0,6917.5,7010.0,535.9,6877.725001986399,6660.038284390318
217,2020-04-03 11:00:00,7010.0,7032.0,6934.5,7004.0,394.03,6898.770834988665,6672.322631376378
218,2020-04-03 12:00:00,7004.0,7007.0,6856.5,6913.5,821.053,6901.225695823888,6680.936108827222
219,2020-04-03 13:00:00,6913.5,6937.0,6807.0,6839.5,1197.058,6890.93807985324,6686.599104940535
220,2020-04-03 14:00:00,6839.5,6855.5,6720.0,6787.0,535.719,6873.615066544367,6690.184851192658
221,2020-04-03 15:00:00,6787.0,6823.0,6671.5,6710.0,1017.85,6846.345888786972,6690.892535078635
222,2020-04-03 16:00:00,6710.0,6765.0,6604.5,6755.0,756.664,6831.121573989143,6693.182087397255
223,2020-04-03 17:00:00,6755.0,6794.0,6669.5,6713.0,361.628,6811.434644990953,6693.88986999021
224,2020-04-03 18:00:00,6713.0,6750.0,6674.5,6747.5,228.972,6800.778870825794,6695.80451749056
225,2020-04-03 19:00:00,6747.5,6785.0,6735.5,6766.0,243.143,6794.982392354828,6698.311499008754
226,2020-04-03 20:00:00,6766.0,6810.0,6677.0,6692.5,425.93,6777.901993629023,6698.103945472727
227,2020-04-03 21:00:00,6692.5,6751.5,6666.0,6724.0,386.882,6768.918328024186,6699.028804562987
228,2020-04-03 22:00:00,6724.0,6760.5,6710.5,6760.0,248.097,6767.431940020155,6701.206347257166
229,2020-04-03 23:00:00,6760.0,6775.5,6718.0,6727.5,146.323,6760.776616683463,6702.1454062836965
230,2020-04-04 00:00:00,6727.5,6757.5,6712.0,6748.5,247.517,6758.730513902886,6703.8009274878505
231,2020-04-04 01:00:00,6748.5,6801.5,6741.5,6754.5,189.004,6758.025428252405,6705.611608648998
232,2020-04-04 02:00:00,6754.5,6755.0,6676.0,6676.0,215.975,6744.35452354367,6704.554051197249
233,2020-04-04 03:00:00,6676.0,6708.5,6665.0,6695.0,228.062,6736.128769619725,6704.212835083061
234,2020-04-04 04:00:00,6695.0,6727.5,6685.0,6715.0,194.872,6732.607308016438,6704.598090972952
235,2020-04-04 05:00:00,6715.0,6764.5,6708.5,6727.5,113.091,6731.756090013698,6705.416016295346
236,2020-04-04 06:00:00,6727.5,6730.0,6690.5,6726.5,100.683,6730.880075011415,6706.169015713369
237,2020-04-04 07:00:00,6726.5,6734.5,6718.5,6728.0,54.14,6730.400062509512,6706.948693723606
238,2020-04-04 08:00:00,6728.0,6775.0,6728.0,6775.0,216.633,6737.833385424594,6709.379097519191
239,2020-04-04 09:00:00,6775.0,6859.5,6741.5,6832.5,437.741,6753.611154520495,6713.776272607792
240,2020-04-04 10:00:00,6832.5,6887.0,6806.0,6874.0,379.93,6773.675962100412,6719.498548586085
241,2020-04-04 11:00:00,6874.0,6899.0,6646.0,6698.0,3260.675,6761.063301750343,6718.73074327944
242,2020-04-04 12:00:00,6698.0,6725.5,6665.5,6705.0,212.51,6751.719418125286,6718.240359590888
243,2020-04-04 13:00:00,6705.0,6738.0,6688.5,6725.0,133.188,6747.266181771072,6718.481775319785
244,2020-04-04 14:00:00,6725.0,6730.0,6702.0,6710.0,77.364,6741.055151475894,6718.17885477265
245,2020-04-04 15:00:00,6710.0,6764.5,6706.0,6724.0,133.598,6738.212626229912,6718.386752816484
246,2020-04-04 16:00:00,6724.0,6790.0,6720.5,6781.0,206.663,6745.343855191593,6720.622940215895
247,2020-04-04 17:00:00,6781.0,6801.5,6755.0,6774.5,239.13,6750.203212659661,6722.547120922471
248,2020-04-04 18:00:00,6774.5,6799.0,6767.0,6770.5,69.658,6753.586010549718,6724.259723746668
249,2020-04-04 19:00:00,6770.5,6780.0,6723.0,6737.5,174.971,6750.905008791431,6724.732590755715
250,2020-04-04 20:00:00,6737.5,7012.0,6737.5,6821.5,2626.15,6762.670840659526,6728.188569657297
251,2020-04-04 21:00:00,6821.5,6885.0,6821.5,6856.0,295.689,6778.225700549605,6732.753263598108
252,2020-04-04 22:00:00,6856.0,6869.5,6787.5,6849.0,154.116,6790.021417124671,6736.904932755318
253,2020-04-04 23:00:00,6849.0,6865.0,6820.0,6863.5,78.546,6802.267847603893,6741.4261851569145
254,2020-04-05 00:00:00,6863.5,6889.0,6837.0,6854.0,126.676,6810.889873003244,6745.446678544167
255,2020-04-05 01:00:00,6854.0,6874.0,6840.5,6846.0,75.815,6816.741560836037,6749.037868596161
256,2020-04-05 02:00:00,6846.0,6847.0,6802.0,6837.5,219.115,6820.201300696697,6752.1972304320125
257,2020-04-05 03:00:00,6837.5,6840.5,6789.0,6795.5,125.937,6816.084417247248,6753.743757916584
258,2020-04-05 04:00:00,6795.5,6795.5,6751.0,6781.5,204.139,6810.32034770604,6754.735052276706
259,2020-04-05 05:00:00,6781.5,6833.0,6764.0,6791.5,174.129,6807.183623088366,6756.048086123966
